Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2015-10-19 13:53:40.117 -0400,"Success",0:00:08,0,0,0,"20151019_135340.117/LogFile.txt","","",1
