Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2015-10-19 14:00:50.944 -0400,"Success",0:00:18,0,0,0,"20151019_140050.944/LogFile.txt","","",1
